source_path,destination_path,git_blob_sha,disposition,reason,category,boundary_cleanup
".github/workflows/silencer.lock.yml","qualification/manifests/source_ci/github_workflows/silencer.lock.yml","5f0dcf950d77c93559c94908e4fc9604b5ea157b","split","Preserve only TTTv2 routing/gate evidence from the tt-metal-wide workflow or lock manifest.","source_ci_manifest","true"
".github/workflows/t3000-unit-tests.yaml","qualification/manifests/source_ci/github_workflows/t3000-unit-tests.yaml","7b8c95470b49bfb15bf716b91c13e2d923f92645","split","Preserve only TTTv2 routing/gate evidence from the tt-metal-wide workflow or lock manifest.","source_ci_manifest","true"
".github/workflows/test-command.lock.yml","qualification/manifests/source_ci/github_workflows/test-command.lock.yml","965421d3b4d8d6d0218f62b7e786c8af3e686997","split","Preserve only TTTv2 routing/gate evidence from the tt-metal-wide workflow or lock manifest.","source_ci_manifest","true"
"conftest.py","tests/conftest.py","f8f547a30a2b4f920c745638f91647b8963e6f74","split","Extract only repository-root fixtures required by TTTv2, then decouple them from tt-metal-wide plugins and hardware policy.","test_fixture","true"
"models/common/auto_compose.py","qualification/tools/auto_compose.py","571fa0f114b567d4bb61734d36dbac010a29ab37","renamed","Retain the tensor composition helper used by module and validation tests without making it base runtime API.","qualification_tool","false"
"models/common/device_utils.py","src/tt_transformers/device_utils.py","0066f8fe3123d24a1d14a25bd9345a6690b6470e","renamed","Internalize the narrow device-name and architecture helpers required by TTTv2 production code.","production_support","false"
"models/common/distribute_as.py","qualification/tools/distribute_as.py","fc309609103fc149c0388737236041fe4d7a4c59","renamed","Retain distribution-validation support used by the extracted tests.","qualification_tool","false"
"models/common/lightweightmodule.py","src/tt_transformers/modules/lightweightmodule.py","6743db9026f0547737bda649db0b3ab8c78289c0","renamed","Internalize LightweightModule because all reusable modules and models depend on it.","production_support","false"
"models/common/llm_runtime/config.py","src/tt_transformers/llm_runtime/config.py","34e767bf49743e4d1df23139121d31ad5e4aa0ae","renamed","Mechanical move of the common TTTv2 runtime into the canonical package namespace.","production_runtime","false"
"models/common/llm_runtime/decode.py","src/tt_transformers/llm_runtime/decode.py","8d1685b68ddb1c41bbf7c31df0259c22cd46e825","renamed","Mechanical move of the common TTTv2 runtime into the canonical package namespace.","production_runtime","false"
"models/common/llm_runtime/execution.py","src/tt_transformers/llm_runtime/execution.py","5be975228764c390d23d4b856a29cbf6bf3d5738","renamed","Mechanical move of the common TTTv2 runtime into the canonical package namespace.","production_runtime","false"
"models/common/llm_runtime/lane_group.py","src/tt_transformers/llm_runtime/lane_group.py","4cffe71d197231578ff5d2214bc3946ca6cd0c23","renamed","Mechanical move of the common TTTv2 runtime into the canonical package namespace.","production_runtime","false"
"models/common/llm_runtime/output_reader.py","src/tt_transformers/llm_runtime/output_reader.py","2635a5b5117ecff139570624830ecf93c3e30df3","renamed","Mechanical move of the common TTTv2 runtime into the canonical package namespace.","production_runtime","false"
"models/common/llm_runtime/paged_kv_cache.py","src/tt_transformers/llm_runtime/paged_kv_cache.py","ad4e774390d0ee09ee76f56133f070aca176870b","renamed","Mechanical move of the common TTTv2 runtime into the canonical package namespace.","production_runtime","false"
"models/common/llm_runtime/prefill/config.py","src/tt_transformers/llm_runtime/prefill/config.py","ffe15b61d0446a0712cf6a744a4fa7a43f784027","renamed","Mechanical move of the common TTTv2 runtime into the canonical package namespace.","production_runtime","false"
"models/common/llm_runtime/prefill/inputs.py","src/tt_transformers/llm_runtime/prefill/inputs.py","edf86ca70500bd543f5d6878ac72fee51f61170d","renamed","Mechanical move of the common TTTv2 runtime into the canonical package namespace.","production_runtime","false"
"models/common/llm_runtime/prefill/plan.py","src/tt_transformers/llm_runtime/prefill/plan.py","fa0c05779aae434f288ace93415cb2f3b71474cf","renamed","Mechanical move of the common TTTv2 runtime into the canonical package namespace.","production_runtime","false"
"models/common/llm_runtime/prefill/postprocess.py","src/tt_transformers/llm_runtime/prefill/postprocess.py","c7ab39d4803fc0be6b13356094a32970aa80afb1","renamed","Mechanical move of the common TTTv2 runtime into the canonical package namespace.","production_runtime","false"
"models/common/llm_runtime/prefill/README.md","src/tt_transformers/llm_runtime/prefill/README.md","176e4e5a4f517aa3760bea30c85333d03f812e8e","renamed","Move runtime documentation with the standalone runtime and rewrite source-repository paths.","production_documentation","true"
"models/common/llm_runtime/prefill/result_collector.py","src/tt_transformers/llm_runtime/prefill/result_collector.py","03df6a1828f4678ed43f2a0820ed38eb537c35fb","renamed","Mechanical move of the common TTTv2 runtime into the canonical package namespace.","production_runtime","false"
"models/common/llm_runtime/prefill/runtime.py","src/tt_transformers/llm_runtime/prefill/runtime.py","1bd3b99ff81774af505e66cc8da8bca84d28d939","renamed","Mechanical move of the common TTTv2 runtime into the canonical package namespace.","production_runtime","false"
"models/common/llm_runtime/prefill/sampling_helpers.py","src/tt_transformers/llm_runtime/prefill/sampling_helpers.py","7ecdb1c92baf703b59259df69d7bffd1cb6928f3","renamed","Mechanical move of the common TTTv2 runtime into the canonical package namespace.","production_runtime","false"
"models/common/llm_runtime/prefill/sequence_runner.py","src/tt_transformers/llm_runtime/prefill/sequence_runner.py","1f7523f79faaa9f18208cf3c035341fe444887ee","renamed","Mechanical move of the common TTTv2 runtime into the canonical package namespace.","production_runtime","false"
"models/common/llm_runtime/prefill/signatures.py","src/tt_transformers/llm_runtime/prefill/signatures.py","6f5449e9a2dfeb9f45831e40dc12c1ec1d949a0b","renamed","Mechanical move of the common TTTv2 runtime into the canonical package namespace.","production_runtime","false"
"models/common/llm_runtime/prefill/trace.py","src/tt_transformers/llm_runtime/prefill/trace.py","499343b812a421953b163f4d995d6b3e96340b82","renamed","Mechanical move of the common TTTv2 runtime into the canonical package namespace.","production_runtime","false"
"models/common/llm_runtime/program_compiler.py","src/tt_transformers/llm_runtime/program_compiler.py","3ac6ef89614f269861505fe2f5789273a108aa02","renamed","Mechanical move of the common TTTv2 runtime into the canonical package namespace.","production_runtime","false"
